订单创建日期,销售订单号,行项目号,幅宽,订单件数,移库日期
2024/2/18,0021045212,30,1250,3.000,2024/2/18
2024/2/18,0021045212,40,1300,3.000,2024/2/18
2024/2/18,0021045213,10,1900,8.000,2024/2/18
2024/2/18,0021045213,20,2000,8.000,2024/2/18
2024/2/18,0021045213,30,2100,8.000,2024/2/18
2024/2/18,0021045213,40,2200,8.000,2024/2/18
2024/2/18,0021045213,50,2300,8.000,2024/2/18
2024/2/18,0021045213,60,2400,8.000,2024/2/18
2024/2/18,0021045213,70,2500,1.000,2024/2/18
2024/2/18,0021045213,80,2600,8.000,2024/2/18
2024/2/18,0021045216,10,1750,4.000,2024/2/18
2024/2/18,0021045216,20,1250,1.000,2024/2/18
2024/2/18,0021045216,30,2250,2.000,2024/2/18
2024/2/18,0021045218,10,2050,1.000,2024/2/18
2024/2/18,0021045218,20,1800,4.000,2024/2/18
2024/2/18,0021045218,30,1750,8.000,2024/2/18
2024/2/18,0021045218,40,1850,1.000,2024/2/18
2024/2/18,0021045218,50,1700,3.000,2024/2/18
2024/2/18,0021045218,60,1450,4.000,2024/2/18
2024/2/18,0021045220,10,2500,8.000,2024/2/18
2024/2/18,0021045220,20,2200,2.000,2024/2/18
2024/2/18,0021045220,30,1900,1.000,2024/2/18
2024/2/18,0021045220,40,1500,2.000,2024/2/18
2024/2/18,0021045220,50,1600,2.000,2024/2/18
2024/2/18,0021045220,60,2000,2.000,2024/2/18
2024/2/18,0021045220,70,2800,2.000,2024/2/18
2024/2/18,0021045220,80,2300,2.000,2024/2/18
2024/2/18,0021045222,10,1800,4.000,2024/2/18
2024/2/18,0021045222,20,1750,8.000,2024/2/18
2024/2/18,0021045222,30,1700,3.000,2024/2/18
2024/2/18,0021045222,40,2050,1.000,2024/2/18
2024/2/18,0021045222,50,1850,1.000,2024/2/18
2024/2/18,0021045222,60,1450,4.000,2024/2/18
2024/2/18,0021045223,10,1150,2.000,2024/2/19
2024/2/18,0021045224,10,2400,2.000,2024/2/18
2024/2/18,0021045224,30,2300,2.000,2024/2/18
2024/2/18,0021045228,10,1400,2.000,2024/2/18
2024/2/18,0021045228,20,1600,2.000,2024/2/18
2024/2/18,0021045245,10,1450,10.000,2024/2/20
2024/2/18,0021045245,20,1550,10.000,2024/2/20
2024/2/18,0021045245,30,1650,6.000,2024/2/19
2024/2/18,0021045245,40,1750,11.000,2024/2/20
2024/2/18,0021045245,50,1850,11.000,2024/2/20
2024/2/18,0021045245,60,1900,9.000,2024/2/19
2024/2/18,0021045245,70,1950,16.000,2024/2/20
2024/2/18,0021045245,80,2000,13.000,2024/2/18
2024/2/18,0021045245,90,2050,18.000,2024/2/19
2024/2/18,0021045245,100,2150,10.000,2024/2/19
2024/2/18,0021045245,110,2200,10.000,2024/2/19
2024/2/18,0021045245,120,2250,9.000,2024/2/19
2024/2/18,0021045245,130,2300,10.000,2024/2/18
2024/2/18,0021045245,140,2350,8.000,2024/2/18
2024/2/18,0021045245,150,2400,6.000,2024/2/18
2024/2/18,0021045245,160,2450,16.000,2024/2/19
2024/2/18,0021045245,170,1450,10.000,2024/2/18
2024/2/18,0021045245,180,1550,4.000,2024/2/18
2024/2/18,0021045245,190,1600,6.000,2024/2/18
2024/2/18,0021045245,210,2000,14.000,2024/2/19
2024/2/18,0021045245,220,2050,10.000,2024/2/18
2024/2/18,0021045245,230,2150,12.000,2024/2/19
2024/2/18,0021045245,240,2200,12.000,2024/2/18
2024/2/18,0021045245,250,2300,12.000,2024/2/19
2024/2/18,0021045245,260,2350,12.000,2024/2/18
2024/2/18,0021045245,270,2450,12.000,2024/2/19
2024/2/18,0021045245,280,2500,8.000,2024/2/18
2024/2/18,0021045245,290,2800,16.000,2024/2/21
2024/2/18,0021045245,300,1550,13.000,2024/2/18
2024/2/18,0021045245,310,1700,17.000,2024/2/18
2024/2/18,0021045245,320,1800,14.000,2024/2/18
2024/2/18,0021045245,330,1950,13.000,2024/2/20
2024/2/18,0021045245,340,2150,15.000,2024/2/19
2024/2/18,0021045245,350,2200,13.000,2024/2/19
2024/2/18,0021045245,360,2300,8.000,2024/2/19
2024/2/18,0021045245,370,2500,10.000,2024/2/18
2024/2/18,0021045245,380,2700,8.000,2024/2/18
2024/2/18,0021045245,390,2800,8.000,2024/2/18
2024/2/18,0021045245,400,1500,8.000,2024/2/20
2024/2/18,0021045245,410,1600,9.000,2024/2/20
2024/2/18,0021045245,420,1700,10.000,2024/2/20
2024/2/18,0021045245,430,1800,8.000,2024/2/19
2024/2/18,0021045245,440,2100,12.000,2024/2/19
2024/2/18,0021045245,450,2500,13.000,2024/2/19
2024/2/18,0021045245,460,2600,12.000,2024/2/20
2024/2/18,0021045245,470,2700,9.000,2024/2/20
2024/2/18,0021045245,480,2800,9.000,2024/2/20
2024/2/18,0021045245,490,1500,4.000,2024/2/18
2024/2/18,0021045245,500,1650,10.000,2024/2/19
2024/2/18,0021045245,520,1750,10.000,2024/2/21
2024/2/18,0021045245,530,1800,10.000,2024/2/19
2024/2/18,0021045245,550,1950,24.000,2024/2/18
2024/2/18,0021045245,560,2100,12.000,2024/2/18
2024/2/18,0021045245,570,2250,12.000,2024/2/20
2024/2/18,0021045245,580,2400,12.000,2024/2/18
2024/2/18,0021045245,590,2600,16.000,2024/2/21
2024/2/18,0021045245,600,2700,15.000,2024/2/19
2024/2/18,0021045245,610,1450,14.000,2024/2/20
2024/2/18,0021045245,620,1500,12.000,2024/2/18
2024/2/18,0021045245,630,1600,19.000,2024/2/18
2024/2/18,0021045245,640,1650,18.000,2024/2/18
2024/2/18,0021045245,650,1750,15.000,2024/2/20
2024/2/18,0021045245,660,1850,13.000,2024/2/18
2024/2/18,0021045245,670,1900,13.000,2024/2/18
2024/2/18,0021045245,680,2000,16.000,2024/2/18
2024/2/18,0021045245,690,2050,12.000,2024/2/19
2024/2/18,0021045245,700,2100,15.000,2024/2/20
2024/2/18,0021045245,710,2250,12.000,2024/2/18
2024/2/18,0021045245,720,2350,10.000,2024/2/19
2024/2/18,0021045245,730,2400,12.000,2024/2/19
2024/2/18,0021045245,740,2600,16.000,2024/2/21
2024/2/18,0021045246,10,1700,5.000,2024/2/19
2024/2/18,0021045246,20,1850,5.000,2024/2/19
2024/2/18,0021045246,30,1950,5.000,2024/2/18
2024/2/18,0021045246,40,2100,15.000,2024/2/20
2024/2/18,0021045246,50,2300,15.000,2024/2/19
2024/2/18,0021045246,60,2400,15.000,2024/2/19
2024/2/18,0021045246,70,1900,10.000,2024/2/19
2024/2/18,0021045246,80,2000,15.000,2024/2/20
2024/2/18,0021045246,90,2050,10.000,2024/2/21
2024/2/18,0021045246,100,2150,10.000,2024/2/19
2024/2/18,0021045246,110,2200,15.000,2024/2/19
2024/2/18,0021045246,120,2250,10.000,2024/2/19
2024/2/18,0021045246,130,2350,10.000,2024/2/19
2024/2/18,0021045246,140,2450,10.000,2024/2/19
2024/2/18,0021045246,150,2500,15.000,2024/2/19
2024/2/18,0021045246,160,2600,10.000,2024/2/19
2024/2/18,0021045248,10,1400,3.000,2024/2/18
2024/2/18,0021045248,20,1450,3.000,2024/2/18
2024/2/18,0021045248,30,1750,5.000,2024/2/18
2024/2/18,0021045248,40,1800,6.000,2024/2/18
2024/2/18,0021045248,50,1900,7.000,2024/2/18
2024/2/18,0021045248,60,1950,8.000,2024/2/18
2024/2/18,0021045248,70,2050,10.000,2024/2/18
2024/2/18,0021045248,80,2200,22.000,2024/2/18
2024/2/18,0021045248,90,2300,10.000,2024/2/18
2024/2/18,0021045248,100,2350,7.000,2024/2/18
2024/2/18,0021045248,110,2500,7.000,2024/2/18
2024/2/18,0021045248,120,1800,8.000,2024/2/18
2024/2/18,0021045248,130,1900,9.000,2024/2/18
2024/2/18,0021045248,140,2000,6.000,2024/2/18
2024/2/18,0021045248,150,2100,5.000,2024/2/18
2024/2/18,0021045248,160,2150,10.000,2024/2/18
2024/2/18,0021045248,170,2250,6.000,2024/2/18
2024/2/18,0021045248,180,2400,2.000,2024/2/18
2024/2/18,0021045248,190,2450,8.000,2024/2/18
2024/2/18,0021045248,200,1300,1.000,2024/2/18
2024/2/18,0021045248,210,1700,7.000,2024/2/18
2024/2/18,0021045248,220,1850,13.000,2024/2/18
2024/2/18,0021045248,230,2000,13.000,2024/2/18
2024/2/18,0021045248,240,2100,19.000,2024/2/18
2024/2/18,0021045248,250,2150,10.000,2024/2/18
2024/2/18,0021045248,260,2250,12.000,2024/2/18
2024/2/18,0021045248,270,2400,11.000,2024/2/18
2024/2/18,0021045248,280,2450,7.000,2024/2/18
2024/2/18,0021045248,290,1750,2.000,2024/2/18
2024/2/18,0021045248,300,1850,9.000,2024/2/18
2024/2/18,0021045248,310,1950,13.000,2024/2/18
2024/2/18,0021045248,320,2050,6.000,2024/2/18
2024/2/18,0021045248,330,2200,6.000,2024/2/18
2024/2/18,0021045248,340,2350,10.000,2024/2/18
2024/2/18,0021045249,10,1700,3.000,2024/2/18
2024/2/18,0021045249,20,1800,4.000,2024/2/18
2024/2/18,0021045249,30,1900,4.000,2024/2/18
2024/2/18,0021045249,40,2100,4.000,2024/2/18
2024/2/18,0021045249,50,2150,3.000,2024/2/18
2024/2/18,0021045249,60,2250,2.000,2024/2/18
2024/2/18,0021045249,70,2300,4.000,2024/2/18
2024/2/18,0021045249,80,2400,4.000,2024/2/18
2024/2/18,0021045249,90,2450,4.000,2024/2/18
2024/2/18,0021045249,100,1750,4.000,2024/2/18
2024/2/18,0021045249,110,1850,4.000,2024/2/18
2024/2/18,0021045249,120,1950,4.000,2024/2/18
2024/2/18,0021045249,130,2000,3.000,2024/2/18
2024/2/18,0021045249,140,2050,3.000,2024/2/18
2024/2/18,0021045249,150,2200,2.000,2024/2/18
2024/2/18,0021045249,160,2350,4.000,2024/2/18
2024/2/18,0021045249,170,2500,4.000,2024/2/18
2024/2/18,0021045251,10,1400,2.000,2024/2/18
2024/2/18,0021045251,20,1700,3.000,2024/2/18
2024/2/18,0021045251,30,1800,4.000,2024/2/18
2024/2/18,0021045251,40,1850,4.000,2024/2/18
2024/2/18,0021045251,50,1950,4.000,2024/2/18
2024/2/18,0021045251,60,2000,3.000,2024/2/18
2024/2/18,0021045251,70,2050,3.000,2024/2/18
2024/2/18,0021045251,80,2200,2.000,2024/2/18
2024/2/18,0021045251,90,2250,2.000,2024/2/18
2024/2/18,0021045251,100,2300,4.000,2024/2/18
2024/2/18,0021045251,110,2400,4.000,2024/2/18
2024/2/18,0021045251,120,1750,4.000,2024/2/18
2024/2/18,0021045251,130,1900,4.000,2024/2/18
2024/2/18,0021045251,140,2100,4.000,2024/2/18
2024/2/18,0021045251,150,2150,3.000,2024/2/18
2024/2/18,0021045251,160,2350,4.000,2024/2/18
2024/2/18,0021045251,170,2450,4.000,2024/2/18
2024/2/18,0021045251,180,2500,4.000,2024/2/18
2024/2/18,0021045252,10,1600,6.000,2024/2/22
2024/2/18,0021045252,20,1700,9.000,2024/2/19
2024/2/18,0021045252,30,1750,5.000,2024/2/20
2024/2/18,0021045252,40,1800,3.000,2024/2/22
2024/2/18,0021045252,50,1950,10.000,2024/2/20
2024/2/18,0021045252,60,2050,6.000,2024/2/22
2024/2/18,0021045252,70,2300,7.000,2024/2/19
2024/2/18,0021045252,80,2500,4.000,2024/2/19
2024/2/18,0021045252,90,2600,10.000,2024/2/20
2024/2/18,0021045252,100,2700,7.000,2024/2/20
2024/2/18,0021045252,110,2800,10.000,2024/2/20
2024/2/18,0021045252,120,1450,6.000,2024/2/19
2024/2/18,0021045252,130,1500,6.000,2024/2/19
2024/2/18,0021045252,140,1550,10.000,2024/2/19
2024/2/18,0021045252,150,1650,7.000,2024/2/20
2024/2/18,0021045252,160,1850,1.000,2024/2/21
2024/2/18,0021045252,170,1900,7.000,2024/2/22
2024/2/18,0021045252,180,2000,6.000,2024/2/22
2024/2/18,0021045252,190,2100,5.000,2024/2/22
2024/2/18,0021045252,200,2150,8.000,2024/2/22
2024/2/18,0021045252,210,2200,5.000,2024/2/22
2024/2/18,0021045252,220,2250,4.000,2024/2/19
2024/2/18,0021045252,230,2350,8.000,2024/2/19
2024/2/18,0021045252,240,2400,10.000,2024/2/19
2024/2/18,0021045252,250,2450,10.000,2024/2/21
2024/2/18,0021045266,10,1650,20.000,2024/2/19
2024/2/18,0021045266,20,1750,30.000,2024/2/19
2024/2/18,0021045266,30,1900,20.000,2024/2/19
2024/2/18,0021045266,40,2000,30.000,2024/2/19
2024/2/18,0021045266,50,1300,14.000,2024/2/19
2024/2/18,0021045266,60,2050,20.000,2024/2/19
2024/2/18,0021045266,70,1400,20.000,2024/2/19
2024/2/18,0021045268,10,1950,2.000,2024/2/18
2024/2/18,0021045268,20,2150,2.000,2024/2/18
2024/2/18,0021045268,30,1550,1.000,2024/2/18
2024/2/18,0021045268,40,1600,2.000,2024/2/18
2024/2/18,0021045268,50,1750,2.000,2024/2/18
2024/2/18,0021045268,60,1800,2.000,2024/2/18
2024/2/18,0021045268,70,1850,2.000,2024/2/18
2024/2/18,0021045268,80,1900,2.000,2024/2/18
2024/2/18,0021045268,90,2000,2.000,2024/2/18
2024/2/18,0021045271,10,1850,7.000,2024/2/18
2024/2/18,0021045271,20,2050,4.000,2024/2/18
2024/2/18,0021045271,30,2150,9.000,2024/2/18
2024/2/18,0021045271,40,2200,4.000,2024/2/18
2024/2/18,0021045271,50,2400,2.000,2024/2/18
2024/2/18,0021045271,60,2450,8.000,2024/2/18
2024/2/18,0021045271,70,1750,5.000,2024/2/18
2024/2/18,0021045271,80,1800,14.000,2024/2/18
2024/2/18,0021045271,90,1850,16.000,2024/2/18
2024/2/18,0021045271,100,1950,9.000,2024/2/18
2024/2/18,0021045271,110,2000,14.000,2024/2/18
2024/2/18,0021045271,120,2100,12.000,2024/2/18
2024/2/18,0021045271,130,2250,12.000,2024/2/18
2024/2/18,0021045271,140,2300,12.000,2024/2/18
2024/2/18,0021045271,150,1750,1.000,2024/2/18
2024/2/18,0021045271,160,1800,6.000,2024/2/18
2024/2/18,0021045271,170,1900,8.000,2024/2/18
2024/2/18,0021045271,180,1950,13.000,2024/2/18
2024/2/18,0021045271,190,2000,4.000,2024/2/18
2024/2/18,0021045271,200,2100,3.000,2024/2/18
2024/2/18,0021045271,210,2250,4.000,2024/2/18
2024/2/18,0021045271,220,2350,7.000,2024/2/18
2024/2/18,0021045271,230,1700,2.000,2024/2/18
2024/2/18,0021045271,240,1900,15.000,2024/2/18
2024/2/18,0021045271,250,2050,23.000,2024/2/18
2024/2/18,0021045271,260,2150,1.000,2024/2/18
2024/2/18,0021045271,270,2200,25.000,2024/2/18
2024/2/18,0021045271,280,2350,9.000,2024/2/18
2024/2/18,0021045271,290,2400,12.000,2024/2/18
2024/2/18,0021045271,300,2450,9.000,2024/2/18
2024/2/18,0021045271,310,2500,8.000,2024/2/18
2024/2/18,0021045272,20,2300,1.000,2024/2/18
2024/2/18,0021045273,10,1800,12.000,2024/2/18
2024/2/18,0021045273,20,2100,4.000,2024/2/18
2024/2/18,0021045273,30,2200,9.000,2024/2/18
2024/2/18,0021045273,40,2400,5.000,2024/2/18
2024/2/18,0021045290,10,2100,2.000,2024/2/18
2024/2/18,0021045290,20,1950,4.000,2024/2/18
2024/2/18,0021045290,30,1750,2.000,2024/2/18
2024/2/18,0021045290,40,2450,2.000,2024/2/18
2024/2/18,0021045290,50,2000,2.000,2024/2/18
2024/2/18,0021045290,60,1900,1.000,2024/2/18
2024/2/18,0021045290,70,1850,1.000,2024/2/18
2024/2/18,0021045290,80,2500,5.000,2024/2/18
2024/2/18,0021045291,10,820,1.000,2024/2/18
2024/2/18,0021045294,10,1900,13.000,2024/2/18
2024/2/18,0021045294,20,2350,4.000,2024/2/18
2024/2/18,0021045294,30,2500,3.000,2024/2/18
2024/2/18,0021045294,40,1850,6.000,2024/2/18
2024/2/18,0021045302,10,1900,1.000,2024/2/18
2024/2/18,0021045302,20,1800,2.000,2024/2/18
2024/2/18,0021045302,30,1550,2.000,2024/2/18
2024/2/18,0021045302,40,1300,1.000,2024/2/18
2024/2/18,0021045308,10,2000,3.000,2024/2/20
2024/2/18,0021045308,20,2100,4.000,2024/2/20
2024/2/18,0021045308,70,2100,4.000,2024/2/20
2024/2/18,0021045308,100,2000,3.000,2024/2/20
2024/2/18,0021045308,110,1650,3.000,2024/2/20
2024/2/18,0021045308,120,2050,2.000,2024/2/20
2024/2/18,0021045308,130,1900,4.000,2024/2/20
2024/2/18,0021045309,10,1550,4.000,2024/2/19
2024/2/18,0021045309,20,1600,3.000,2024/2/19
2024/2/18,0021045309,30,1650,4.000,2024/2/19
2024/2/18,0021045309,40,1700,4.000,2024/2/19
2024/2/18,0021045309,50,1850,3.000,2024/2/19
2024/2/18,0021045309,60,1950,5.000,2024/2/19
2024/2/18,0021045309,70,2150,6.000,2024/2/19
2024/2/18,0021045309,80,2300,5.000,2024/2/19
2024/2/18,0021045309,90,2350,3.000,2024/2/19
2024/2/18,0021045309,100,2400,5.000,2024/2/19
2024/2/18,0021045309,110,2450,3.000,2024/2/19
2024/2/18,0021045309,120,2500,3.000,2024/2/19
2024/2/18,0021045309,130,2700,4.000,2024/2/19
2024/2/18,0021045309,140,2800,3.000,2024/2/19
2024/2/18,0021045309,150,1450,13.000,2024/2/19
2024/2/18,0021045309,160,1550,22.000,2024/2/19
2024/2/18,0021045309,170,1600,19.000,2024/2/19
2024/2/18,0021045309,180,1650,13.000,2024/2/19
2024/2/18,0021045309,190,1700,20.000,2024/2/19
2024/2/18,0021045309,200,1800,16.000,2024/2/19
2024/2/18,0021045309,210,1900,20.000,2024/2/19
2024/2/18,0021045309,220,2200,22.000,2024/2/19
2024/2/18,0021045309,230,2250,12.000,2024/2/19
2024/2/18,0021045309,240,2400,20.000,2024/2/19
2024/2/18,0021045309,250,2500,20.000,2024/2/19
2024/2/18,0021045309,260,2600,14.000,2024/2/19
2024/2/18,0021045309,270,1450,5.000,2024/2/19
2024/2/18,0021045309,280,1750,5.000,2024/2/19
2024/2/18,0021045309,290,1800,4.000,2024/2/19
2024/2/18,0021045309,300,1900,5.000,2024/2/21
2024/2/18,0021045309,310,2000,5.000,2024/2/19
2024/2/18,0021045309,320,2050,5.000,2024/2/19
2024/2/18,0021045309,330,2100,5.000,2024/2/19
2024/2/18,0021045309,340,2200,5.000,2024/2/19
2024/2/18,0021045309,350,2250,5.000,2024/2/19
2024/2/18,0021045309,360,2600,4.000,2024/2/19
2024/2/18,0021045309,370,1500,7.000,2024/2/19
2024/2/18,0021045309,380,1750,21.000,2024/2/19
2024/2/18,0021045309,390,1850,10.000,2024/2/19
2024/2/18,0021045309,400,1950,20.000,2024/2/19
2024/2/18,0021045309,410,2000,21.000,2024/2/19
2024/2/18,0021045309,420,2050,12.000,2024/2/19
2024/2/18,0021045309,430,2100,20.000,2024/2/19
2024/2/18,0021045309,440,2150,16.000,2024/2/19
2024/2/18,0021045309,450,2300,18.000,2024/2/19
2024/2/18,0021045309,460,2350,12.000,2024/2/19
2024/2/18,0021045309,470,2450,22.000,2024/2/19
2024/2/18,0021045309,480,2700,14.000,2024/2/19
2024/2/18,0021045309,490,2800,14.000,2024/2/19
2024/2/18,0021045310,10,2700,1.000,2024/2/18
2024/2/18,0021045310,20,2350,1.000,2024/2/18
2024/2/18,0021045312,10,1400,1.000,2024/2/18
2024/2/18,0021045312,20,1700,1.000,2024/2/18
2024/2/18,0021045312,40,1800,2.000,2024/2/18
2024/2/18,0021045312,50,1850,2.000,2024/2/18
2024/2/18,0021045312,60,2200,3.000,2024/2/18
2024/2/18,0021045312,70,2450,1.000,2024/2/18
2024/2/18,0021045312,80,1500,1.000,2024/2/18
2024/2/18,0021045312,90,1900,2.000,2024/2/18
2024/2/18,0021045312,100,2050,2.000,2024/2/18
2024/2/18,0021045312,110,2100,2.000,2024/2/18
2024/2/18,0021045312,120,2350,1.000,2024/2/18
2024/2/18,0021045313,10,1750,1.000,2024/2/18
2024/2/18,0021045313,20,1900,5.000,2024/2/18
2024/2/18,0021045313,30,2200,1.000,2024/2/18
2024/2/18,0021045313,40,2250,8.000,2024/2/18
2024/2/18,0021045313,50,2500,2.000,2024/2/18
2024/2/18,0021045321,10,1700,3.000,2024/2/18
2024/2/18,0021045321,20,1500,1.000,2024/2/18
2024/2/18,0021045321,40,1830,3.000,2024/2/18
2024/2/18,0021045321,50,1500,1.000,2024/2/18
2024/2/18,0021045321,60,1600,1.000,2024/2/18
2024/2/18,0021045321,70,2300,1.000,2024/2/18
2024/2/18,0021045322,10,1500,6.000,2024/2/18
2024/2/18,0021045322,20,1600,2.000,2024/2/18
2024/2/18,0021045322,30,1700,14.000,2024/2/18
2024/2/18,0021045322,40,1800,15.000,2024/2/18
2024/2/18,0021045322,50,1850,10.000,2024/2/18
2024/2/18,0021045322,60,1900,14.000,2024/2/18
2024/2/18,0021045322,70,2000,7.000,2024/2/18
2024/2/18,0021045322,80,2050,3.000,2024/2/18
2024/2/18,0021045322,90,2100,10.000,2024/2/18
2024/2/18,0021045322,100,2150,15.000,2024/2/18
2024/2/18,0021045322,110,2200,15.000,2024/2/18
2024/2/18,0021045322,120,2250,17.000,2024/2/18
2024/2/18,0021045322,130,2300,15.000,2024/2/18
2024/2/18,0021045322,140,2350,10.000,2024/2/18
2024/2/18,0021045322,150,2400,10.000,2024/2/18
2024/2/18,0021045322,160,2450,10.000,2024/2/18
2024/2/18,0021045322,170,2500,5.000,2024/2/18
2024/2/18,0021045322,180,1700,5.000,2024/2/18
2024/2/18,0021045322,190,1800,10.000,2024/2/18
2024/2/18,0021045322,200,1850,8.000,2024/2/18
2024/2/18,0021045322,210,1900,8.000,2024/2/18
2024/2/18,0021045322,220,1950,10.000,2024/2/18
2024/2/18,0021045322,230,2000,5.000,2024/2/18
2024/2/18,0021045322,240,2050,8.000,2024/2/18
2024/2/18,0021045322,250,2100,10.000,2024/2/18
2024/2/18,0021045322,260,2200,2.000,2024/2/18
2024/2/18,0021045322,270,2250,2.000,2024/2/18
2024/2/18,0021045322,280,2300,8.000,2024/2/18
2024/2/18,0021045322,290,2350,10.000,2024/2/18
2024/2/18,0021045322,300,2450,5.000,2024/2/18
2024/2/18,0021045322,310,2500,5.000,2024/2/18
2024/2/18,0021045322,320,1400,6.000,2024/2/22
2024/2/18,0021045322,330,1500,2.000,2024/2/22
2024/2/18,0021045322,340,1700,6.000,2024/2/22
2024/2/18,0021045322,380,1300,4.000,2024/2/18
2024/2/18,0021045322,390,1400,2.000,2024/2/18
2024/2/18,0021045322,400,1500,2.000,2024/2/18
2024/2/18,0021045322,410,1600,5.000,2024/2/18
2024/2/18,0021045322,420,1700,4.000,2024/2/18
2024/2/18,0021045322,430,1800,2.000,2024/2/18
2024/2/18,0021045322,440,1950,6.000,2024/2/18
2024/2/18,0021045322,450,2000,1.000,2024/2/18
2024/2/18,0021045322,460,2050,2.000,2024/2/18
2024/2/18,0021045322,470,2100,1.000,2024/2/18
2024/2/18,0021045322,480,2150,7.000,2024/2/18
2024/2/18,0021045322,490,2350,6.000,2024/2/18
2024/2/18,0021045322,500,1300,3.000,2024/2/18
2024/2/18,0021045322,510,1400,5.000,2024/2/18
2024/2/18,0021045322,520,1500,6.000,2024/2/18
2024/2/18,0021045322,530,1600,5.000,2024/2/18
2024/2/18,0021045322,540,1700,10.000,2024/2/18
2024/2/18,0021045322,550,1800,10.000,2024/2/18
2024/2/18,0021045322,560,1850,10.000,2024/2/18
2024/2/18,0021045322,570,1950,14.000,2024/2/18
2024/2/18,0021045322,580,2000,4.000,2024/2/18
2024/2/18,0021045322,590,2050,10.000,2024/2/18
2024/2/18,0021045322,600,2100,1.000,2024/2/18
2024/2/18,0021045322,610,2150,2.000,2024/2/18
2024/2/18,0021045322,620,2200,14.000,2024/2/18
2024/2/18,0021045322,630,2250,1.000,2024/2/18
2024/2/18,0021045322,640,2300,3.000,2024/2/18
2024/2/18,0021045322,650,2350,6.000,2024/2/18
2024/2/18,0021045322,660,2400,1.000,2024/2/18
2024/2/18,0021045322,670,1700,15.000,2024/2/18
2024/2/18,0021045322,680,1900,7.000,2024/2/18
2024/2/18,0021045322,690,1950,6.000,2024/2/18
2024/2/18,0021045322,700,2000,10.000,2024/2/18
2024/2/18,0021045322,710,2050,3.000,2024/2/18
2024/2/18,0021045322,720,2100,9.000,2024/2/18
2024/2/18,0021045322,730,2150,10.000,2024/2/18
2024/2/18,0021045322,740,2200,6.000,2024/2/18
2024/2/18,0021045322,750,2250,1.000,2024/2/18
2024/2/18,0021045322,760,2450,10.000,2024/2/18
2024/2/18,0021045322,770,1300,3.000,2024/2/18
2024/2/18,0021045322,780,1400,6.000,2024/2/18
2024/2/18,0021045322,790,1500,1.000,2024/2/18
2024/2/18,0021045322,800,1700,3.000,2024/2/18
2024/2/18,0021045322,810,1800,5.000,2024/2/18
2024/2/18,0021045322,820,1900,3.000,2024/2/18
2024/2/18,0021045322,830,2000,3.000,2024/2/18
2024/2/18,0021045322,840,2050,10.000,2024/2/18
2024/2/18,0021045322,850,2100,4.000,2024/2/18
2024/2/18,0021045322,860,2150,8.000,2024/2/18
2024/2/18,0021045322,870,2250,8.000,2024/2/18
2024/2/18,0021045322,880,2350,2.000,2024/2/18
2024/2/18,0021045322,890,2400,1.000,2024/2/18
2024/2/18,0021045323,10,2600,6.000,2024/2/18
2024/2/18,0021045325,10,900,2.000,2024/2/18
2024/2/18,0021045325,20,1050,1.000,2024/2/18
2024/2/18,0021045325,40,1300,3.000,2024/2/18
2024/2/18,0021045325,50,1400,3.000,2024/2/18
2024/2/18,0021045325,60,1500,2.000,2024/2/18
2024/2/18,0021045325,70,1000,1.000,2024/2/18
2024/2/18,0021045325,80,1100,1.000,2024/2/18
2024/2/18,0021045325,90,1150,2.000,2024/2/18
2024/2/18,0021045325,100,1250,3.000,2024/2/18
2024/2/18,0021045325,110,1450,2.000,2024/2/18
2024/2/18,0021045325,120,1550,2.000,2024/2/18
2024/2/18,0021045325,130,1600,2.000,2024/2/18
2024/2/18,0021045325,140,1250,1.000,2024/2/18
2024/2/18,0021045325,150,1450,3.000,2024/2/18
2024/2/18,0021045325,170,1400,3.000,2024/2/18
2024/2/18,0021045325,180,1600,2.000,2024/2/18
2024/2/18,0021045330,10,2150,3.000,2024/2/19
2024/2/18,0021045330,20,2300,2.000,2024/2/19
2024/2/18,0021045330,30,2200,1.000,2024/2/22
2024/2/18,0021045330,40,2350,2.000,2024/2/22
2024/2/18,0021045330,50,1750,3.000,2024/2/19
2024/2/18,0021045330,60,2200,3.000,2024/2/19
2024/2/18,0021045330,70,2350,2.000,2024/2/19
2024/2/18,0021045330,80,2400,4.000,2024/2/19
2024/2/18,0021045330,90,2400,3.000,2024/2/22
2024/2/18,0021045330,100,2500,6.000,2024/2/22
2024/2/18,0021045333,10,2300,2.000,2024/2/18
2024/2/18,0021045336,10,1550,8.000,2024/2/18
2024/2/18,0021045336,20,1550,2.000,2024/2/18
2024/2/18,0021045336,30,1550,4.000,2024/2/18
2024/2/18,0021045336,40,1550,3.000,2024/2/18
2024/2/18,0021045337,10,1300,8.000,2024/2/18
2024/2/18,0021045337,20,1400,6.000,2024/2/18
2024/2/18,0021045337,30,2200,5.000,2024/2/18
2024/2/18,0021045337,40,2250,6.000,2024/2/18
